Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1980,20.214,21.215,22.21,23.001,23.306,20.86,20.176,20.361,20.384,21.225,20.911,20.223
1981,19.898,20.575,21.789,22.728,22.748,20.987,20.324,19.738,20.437,21.229,20.856,20.613
1982,20.238,21.066,22.326,22.945,22.747,21.322,20.607,20.465,20.691,21.848,21.303,20.935
1983,20.225,20.618,21.99,22.818,23.508,21.877,20.858,20.344,20.426,20.984,20.446,20.768
1984,20.364,21.261,22.269,22.733,23.792,20.755,20.131,20.183,20.377,20.864,20.826,20.584
1985,21.135,21.285,22.734,23.337,22.695,20.257,20.256,20.191,20.786,20.531,20.878,21.229
1986,20.333,20.643,22.878,23.419,23.191,21.193,20.709,20.094,21,21.518,21.199,21.009
1987,20.458,20.836,21.819,23.155,23.223,21.264,21.135,20.687,21.494,21.451,21.599,20.966
1988,20.484,21.546,22.527,23.425,23.337,21.513,20.613,20.443,20.523,21.154,21.199,20.549
1989,20.563,21.008,21.902,23.182,22.929,20.685,20.299,20.195,20.598,21.184,21.359,20.707
1990,20.616,20.755,21.655,23.009,22.203,20.929,20.461,20.115,20.847,21.227,20.893,20.772
1991,20.683,21.205,22.587,22.846,23.263,21.493,19.987,20.078,21.045,20.964,21.171,19.694
1992,19.809,20.52,22.624,23.175,23.02,21.624,20.521,20.401,20.695,20.81,21.331,19.82
1993,20.23,20.866,21.485,23.226,23.37,21.452,20.258,20.589,20.339,21.123,21.264,20.302
1994,20.34,20.743,22.774,22.665,23.235,20.846,20.155,20.352,20.578,21.031,20.73,19.873
1995,19.973,21.2,21.926,23.159,22.67,22.26,20.854,20.819,20.763,21.299,21.458,20.556
1996,20.541,21.266,22.673,22.983,23.712,21.578,20.689,20.446,20.618,20.607,21.315,20.164
1997,19.989,20.524,22.29,22.404,23.252,21.909,20.981,20.458,21.101,21.832,22.014,21.656
1998,20.837,21.488,22.519,23.806,23.779,21.931,20.966,20.963,20.482,21,21.26,20.598
1999,20.215,21.483,22.668,23.139,21.923,20.616,20.349,20.649,20.811,21.285,21.347,20.518
2000,20.8,20.905,21.801,23.235,22.299,20.779,20.303,20.243,20.797,21.118,21.579,20.221
2001,20.701,21.573,22.093,23.267,22.886,21.397,20.689,20.397,21.015,20.947,21.72,20.751
2002,20.471,21.322,23.09,23.608,23.354,21.273,20.776,20.572,21.213,21.607,21.591,20.844
