Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1981,23.659,24.602,26.086,27.164,26.771,24.145,23.502,22.678,23.845,24.743,24.091,23.541
1982,23.527,25.167,26.963,27.638,26.69,24.328,23.573,23.605,24.331,25.565,24.743,23.916
1983,23.702,25.404,26.987,27.756,27.751,25.185,23.978,23.489,23.808,24.63,23.896,23.907
1984,23.937,24.954,26.257,26.914,27.818,23.721,22.881,23.325,23.961,24.297,24.241,23.724
1985,24.628,25.496,27.273,27.813,26.761,23.39,23.189,23.373,24.432,24.141,24.049,24.347
1986,23.774,24.677,27.301,28.045,27.252,24.299,23.857,23.16,24.436,25.185,24.488,24.26
1987,23.918,24.517,26.271,27.582,27.133,24.488,24.411,23.743,25.326,25.16,25.02,24.107
1988,23.827,25.861,27.217,27.572,27.099,24.772,23.589,23.58,23.948,24.919,24.475,23.708
1989,23.927,24.853,26.269,27.53,26.888,23.887,23.174,23.286,24.126,24.896,24.59,23.792
1990,23.941,24.997,26.478,27.712,25.86,24.173,23.358,23.165,24.465,24.827,24.31,23.875
1991,24.558,25.359,27.265,27.27,27.37,24.506,22.861,22.934,24.66,24.52,24.197,22.942
1992,22.992,24.816,26.862,27.662,26.788,24.645,23.329,23.437,24.224,24.372,24.589,22.877
1993,23.602,24.949,26.152,27.647,27.368,24.558,23.214,23.765,23.871,24.632,24.47,23.359
1994,23.804,24.963,27.155,26.989,27.203,24.093,23.059,23.576,24.216,24.57,23.968,22.924
1995,23.556,25.459,26.368,27.516,26.307,25.477,23.787,23.94,24.329,24.953,25.034,23.681
1996,24.107,25.249,27.176,27.27,27.791,24.699,23.777,23.535,24.128,24.302,24.739,23.199
1997,23.703,24.939,26.676,26.532,27.171,25.397,24.019,23.659,24.795,25.41,25.507,24.907
1998,24.592,26.022,27.389,28.333,27.742,25.295,23.903,24.103,24.065,24.7,24.796,23.909
1999,23.916,25.397,27.345,27.413,25.46,23.845,23.381,23.803,24.65,24.965,24.673,23.61
2000,24.417,25.292,26.401,27.582,26.231,23.757,23.274,23.308,24.4,24.666,24.968,23.378
2001,24.434,26.138,26.883,27.598,26.796,24.524,23.777,23.467,24.732,24.563,25.017,23.873
2002,24.328,25.134,27.54,28.019,27.199,24.493,23.965,23.86,25.153,25.356,24.97,24.169
